Tên bài,Tóm tắt,Nội dung,Tóm tắt bài báo
Bàn thảo chuyện tình Nguyễn Du - Hồ Xuân Hương,Một nội dung quan trọng được bàn thảo sôi nổi trong hội thảo khoa học quốc gia Nguyễn Du và Hồ Xuân Hương - Danh nhân - Thi hào - Giá trị di sản ngày 15-12 tại Hà Nội là chuyện tình giữa Nguyễn Du và Hồ Xuân Hương.,"Những bản Truyện Kiều cổ trong bộ sưu tập của họa sĩ Nguyễn Tuấn Sơn  - Ảnh: T.ĐIỂU
PGS.TS Biện Minh Điền (Trường ĐH Vinh) và GS.TS Lã Nhâm Thìn (nguyên trưởng khoa ngữ văn Trường ĐH Sư phạm Hà Nội) cho biết đây là hội thảo khoa học đầu tiên bàn về cả hai danh nhân - thi sĩ Nguyễn Du và Hồ Xuân Hương.
Tại hội thảo, các nhà nghiên cứu khẳng định di sản to lớn mà cả hai thi sĩ đã để lại cho kho tàng văn học Việt Nam, cũng như phân tích những điểm tương đồng lẫn khác biệt trong thân thế lẫn văn chương của hai người.
Ý kiến tham luận của nhà nghiên cứu Nghiêm Thị Hằng và TS Hồ Bất Khuất (Trường ĐH Vinh) nhận được sự quan tâm đặc biệt khi đề cập chuyện tình giữa hai thi sĩ - danh nhân.
Cả bà Hằng và ông Khuất đều khá thống nhất về quãng thời gian hai người yêu nhau khoảng 1790-1793 tại kinh thành Thăng Long, có khác nhau về lý do không thể thành hôn.
Ông Hồ Bất Khuất cho biết dù chuyện tình Nguyễn Du - Hồ Xuân Hương không có sử sách nào chép lại nhưng lần theo gia phả dòng họ Hồ ở Quỳnh Lưu (Nghệ An) và xem xét kỹ những tác phẩm của Hồ Xuân Hương thì thấy rất rõ chuyện tình sâu nặng này.
Theo cuốn Hồ tông thế phả (gia phả chép tay bằng chữ Hán, hiện nay được ông Hồ Hồng Nguyên cất giữ, xuất bản năm 2021) thì ""Bà chúa thơ Nôm"" Hồ Xuân Hương được sinh ở phường Khán Xuân (Thăng Long), con ông Hồ Phi Diễn - đời thứ 11, chi thứ hai họ Hồ Quỳnh Đôi (Quỳnh Lưu, Nghệ An).
Hồ Xuân Hương ngang hàng (đời thứ 12) với những người họ Hồ nổi tiếng khác như ba anh em Nguyễn Lữ, Nguyễn Nhạc, Nguyễn Huệ (cha họ Hồ nhưng các con theo họ Nguyễn của mẹ).
Theo ông Khuất, những người đầu tiên phát hiện mối quan hệ giữa Nguyễn Du và Hồ Xuân Hương là các cụ Giải nguyên Lê Thước, Phó bảng Phan Sĩ Bàng.
Năm 1922, các cụ đã về Tiên Điền (quê hương Nguyễn Du) và được cụ Nguyễn Mai (1876-1954, tiến sĩ khoa Giáp Thìn năm 1904) - là người tiêu biểu của họ Nguyễn Tiên Điền - cho biết cụ Tố Như trước kia có quen thân với nữ sĩ Hồ Xuân Hương.
Tiếp đến, tác phẩm Trong rừng nho của Ngô Tất Tố viết từ những năm 1937-1938, in báo, năm 2021 được sưu tầm và in thành sách, mà tác giả gọi là Dã sử Hồ Xuân Hương, cho thấy một Hồ Xuân Hương sống ở kinh thành Thăng Long với các mối quan hệ cùng các bạn văn chương, trong các bạn văn thấy phảng phất dáng hình Nguyễn Du.
Những số tạp chí Văn Học xuất bản năm 1960 bàn về thơ Hồ Xuân Hương, thuộc bộ sưu tập của họa sĩ Nguyễn Tuấn Sơn - Ảnh: T.ĐIỂU
Tuy nhiên theo ông Khuất, phải đến năm 1964 khi nhà nghiên cứu Trần Thanh Mại phát hiện tập thơ chép tay Lưu Hương Ký (gồm 24 bài thơ chữ Hán và 28 bài thơ chữ Nôm) thì người ta mới chính thức công nhận mối tình giữa Hồ Xuân Hương và Nguyễn Du.
Trong Lưu Hương Ký có bài thơ của Hồ Xuân Hương gửi cho Nguyễn Du rất đáng chú ý. Đó là bài thơ Cảm cựu kiêm trình Cần chánh Học sĩ Nguyễn hầu, mà tác giả có chú thích thêm mấy chữ ""Hầu Nguyễn Tiên Điền"" để nói rõ là Nguyễn Du chứ không phải ai khác.
Trong gia phả họ Nguyễn Tiên Điền cho biết mùa hè năm Kỷ Tỵ (1809), Nguyễn Du được bổ làm cai bạ Quảng Bình. Tháng 2 năm Quý Dậu (1813), ông được phong Cần chánh điện học sĩ. Như vậy, Hồ Xuân Hương làm bài thơ này sau khi biết Nguyễn Du được phong chức Cần chánh điện học sĩ.
Bà công khai mối tình với Nguyễn Du, nói cụ thể là đã yêu nhau trong ba năm bằng câu ""Chữ tình chốc đã ba năm vẹn"".
Ông Khuất khẳng định ""đây là bằng chứng rõ ràng trên giấy trắng mực đen"" về mối tình Nguyễn Du - Hồ Xuân Hương.
Cả bà Hằng và ông Khuất đều đồng thuận rằng đại thi hào Nguyễn Du là mối tình đầu của Hồ Xuân Hương. Họ yêu nhau trong khoảng thời gian 1790 đến 1793.
Thời gian này dinh thự của Nguyễn Nễ ở Bích Câu (kinh thành Thăng Long) bị kiêu binh đập phá nên Nguyễn Du ra sống tại Gác Tía của Nguyễn Khản ở hồ Tây. Tại đây, Nguyễn Du làm quen Hồ Xuân Hương khi bà khoảng 18 tuổi.
Họ chia xa khi Nguyễn Du cùng với em là Nguyễn Ức phải về quê. Đó là lý do mà hai người không thể kết hôn dù lúc ấy người vợ cả của Nguyễn Du đã mất, theo ông Khuất.
Ông Khuất cho biết GS Hoàng Xuân Hãn (1908-1996) hay TS Phạm Trọng Chánh (Viện Đại học Paris) đều dựa vào các tác phẩm của Nguyễn Du và Hồ Xuân Hương để khẳng định hai thi sĩ đã có một chuyện tình sâu nặng.
TS Phạm Trọng Chánh còn cho biết Hồ Xuân Hương viết cho Nguyễn Du 17 bài thơ và Nguyễn Du gửi Hồ Xuân Hương 11 bài.
Hội thảo do Liên hiệp Các hội khoa học và kỹ thuật Việt Nam, Hội Nhà văn Việt Nam, Viện Nghiên cứu danh nhân... phối hợp tổ chức với sự tham gia của đông đảo những nhà nghiên cứu văn hóa và văn học, nhà thơ uy tín như GS Phong Lê, GS.TS Trần Đình Sử, GS.TS Lã Nhâm Thìn, PGS.TS Đỗ Lai Thúy, nhà thơ Trần Đăng Khoa...
Sau bản chèo, kịch nói, kịch bản của tác giả Nguyễn Đức Minh về Bà chúa thơ Nôm Hồ Xuân Hương đã có thêm bản cải lương với tên gọi Xuân Hương nữ sĩ.","pgs.ts biện minh điền (trường đh vinh) và gs.ts lã nhâm thìn (nguyên trưởng khoa ngữ văn trường đh sư phạm hà nội) cho biết đây là hội thảo khoa học đầu tiên bàn về cả hai danh nhân - thi sĩ nguyễn du và hồ xuân hương.. tại hội thảo, các nhà nghiên cứu khẳng định di sản to lớn mà cả hai thi sĩ đã để lại cho kho tàng văn học việt nam, cũng như phân tích những điểm tương đồng lẫn khác biệt trong thân thế lẫn văn chương của hai người.. ý kiến tham luận của nhà nghiên cứu nghiêm thị hằng và ts hồ bất khuất (trường đh vinh) nhận được sự quan tâm đặc biệt khi đề cập chuyện tình giữa hai thi sĩ - danh nhân.. cả bà hằng và ông khuất đều khá thống nhất về quãng thời gian hai người yêu nhau khoảng 1790-1793 tại kinh thành thăng long, có khác nhau về lý do không thể thành hôn.. ông hồ bất khuất cho biết dù chuyện tình nguyễn du - hồ xuân hương không có sử sách nào chép lại nhưng lần theo gia phả dòng họ hồ ở quỳnh lưu (nghệ an) và xem xét kỹ những tác phẩm của hồ xuân hương thì thấy rất rõ chuyện tình sâu nặng này.. theo cuốn hồ tông thế phả (gia phả chép tay bằng chữ hán, hiện nay được ông hồ hồng nguyên cất giữ, xuất bản năm 2021) thì ""bà chúa thơ nôm"" hồ xuân hương được sinh ở phường khán xuân (thăng long), con ông hồ phi diễn - đời thứ 11, chi thứ hai họ hồ quỳnh đôi (quỳnh lưu, nghệ an).. hồ xuân hương ngang hàng (đời thứ 12) với những người họ hồ nổi tiếng khác như ba anh em nguyễn lữ, nguyễn nhạc, nguyễn huệ (cha họ hồ nhưng các con theo họ nguyễn của mẹ).. theo ông khuất, những người đầu tiên phát hiện mối quan hệ giữa nguyễn du và hồ xuân hương là các cụ giải nguyên lê thước, phó bảng phan sĩ bàng.. năm 1922, các cụ đã về tiên điền (quê hương nguyễn du) và được cụ nguyễn mai (1876-1954, tiến sĩ khoa giáp thìn năm 1904) - là người tiêu biểu của họ nguyễn tiên điền - cho biết cụ tố như trước kia có quen thân với nữ sĩ hồ xuân hương.. tiếp đến, tác phẩm trong rừng nho của ngô tất tố viết từ những năm 1937-1938, in báo, năm 2021 được sưu tầm và in thành sách, mà tác giả gọi là dã sử hồ xuân hương, cho thấy một hồ xuân hương sống ở kinh thành thăng long với các mối quan hệ cùng các bạn văn chương, trong các bạn văn thấy phảng phất dáng hình nguyễn du.. những số tạp chí văn học xuất bản năm 1960 bàn về thơ hồ xuân hương, thuộc bộ sưu tập của họa sĩ nguyễn tuấn sơn - ảnh: t.điểu. như vậy, hồ xuân hương làm bài thơ này sau khi biết nguyễn du được phong chức cần chánh điện học sĩ.. bà công khai mối tình với nguyễn du, nói cụ thể là đã yêu nhau trong ba năm bằng câu ""chữ tình chốc đã ba năm vẹn"".. ông khuất khẳng định ""đây là bằng chứng rõ ràng trên giấy trắng mực đen"" về mối tình nguyễn du - hồ xuân hương.. cả bà hằng và ông khuất đều đồng thuận rằng đại thi hào nguyễn du là mối tình đầu của hồ xuân hương."
"Tri thức khai thác yến sào ở Khánh Hòa, lễ hội cầu ngư ở Bình Định là di sản văn hóa phi vật thể","Tri thức khai thác, chế biến yến sào ở Khánh Hòa và lễ hội cầu ngư Vạn đầm Xương Lý ở Bình Định đã được đưa vào danh mục di sản văn hóa phi vật thể quốc gia.","Người dân Khánh Hòa đi thuyền ra đảo yến Hòn Nội giữa vịnh Nha Trang để giỗ tổ nghề yến vào ngày 10-5 hằng năm - Ảnh: TRẦN HOÀI
Ngày 11-12, ông Lê Văn Hoa - phó giám đốc Sở Văn hóa và Thể thao tỉnh Khánh Hòa - cho biết đã có quyết định của Bộ Văn hóa, Thể thao và Du lịch về việc công bố danh mục di sản văn hóa phi vật thể quốc gia.
Trong đó, có tri thức khai thác và chế biến yến sào ở Khánh Hòa.
Trước đó, Sở Văn hóa và Thể thao tỉnh Khánh Hòa và Công ty TNHH nhà nước MTV Yến sào Khánh Hòa được UBND tỉnh này giao phối hợp tổ chức kiểm kê, xây dựng hồ sơ di sản văn hóa phi vật thể nêu trên.
Đến nay, lịch sử ngành nghề yến sào ở Khánh Hòa đã có gần 700 năm.
Tri thức khai thác, chế biến yến sào ở trong cộng đồng dân cư là kho tàng quý giá mang giá trị văn hóa, có ý nghĩa về phát triển kinh tế - xã hội.
Qua quá trình xây dựng và phát triển, Công ty Yến sào Khánh Hòa đã tạo dựng được thương hiệu trong nước và vững bước vươn ra tầm thế giới. Hiện nay với hơn 40 dòng sản phẩm cao cấp, Yến sào Khánh Hòa đã có mặt tại 21 quốc gia và vùng lãnh thổ, cùng hơn 1.000 nhà phân phối, đại lý trong và ngoài nước.
Ngày 12-12, ông Tạ Xuân Chánh – giám đốc Sở Văn hóa – Thể thao tỉnh Bình Định cho biết lễ hội cầu ngư Vạn đầm Xương Lý (xã Nhơn Lý, TP Quy Nhơn) cũng vừa được Bộ Văn hóa, Thể thao và Du lịch đưa vào danh mục di sản văn hóa phi vật thể quốc gia.
Theo ông Chánh, lễ hội cầu ngư Vạn đầm Xương Lý là lễ hội truyền thống được ngư dân địa phương tổ chức hàng năm, bắt đầu từ ngày mùng 10 tháng giêng âm lịch với các hoạt động dân gian và biểu diễn nghệ thuật: hát bội, bài chòi, hội chọi gà dân gian.
Lễ hội cầu ngư Vạn đầm Xương Lý diễn ra theo nghi lễ cổ truyền: lễ nghinh thần Nam Hải, lễ tỉnh sinh, tế cầu quốc thái dân an, ngư dân ra khơi bình an, đánh bắt hải sản được mùa...
Lễ hội Cầu ngư Vạn đầm Xương Lý ra đời song hành cùng sự hình thành Trường Lăng (lăng Ông của người Việt thành lập đầu tiên ở Quy Nhơn vào đầu Triều Nguyễn).
Lễ hội này là một hồi ức thuật lại những hoạt động hằng ngày của ngư dân trên biển từ việc đánh bắt cá, cho đến cách sinh hoạt của người dân, cả những lúc chống chọi với thiên tai bão lũ.
Lễ hội tổ chức nhằm tôn vinh những người đã khai lập ra nghề biển và thể hiện sự biết ơn đến cá Ông đã giúp đỡ người dân tránh thiên tai trên biển.
""Ngoài lễ hội cầu ngư Vạn đầm Xương Lý, Bình Định còn có lễ hội Chùa Bà - Cảng thị Nước Mặn và nghề chằm nón ngựa Phú Gia được công nhận, ghi danh là di sản văn hóa phi vật thể quốc gia"", ông Chánh chia sẻ.
Công ty Cổ phần Nước giải khát Yến sào Khánh Hòa tham gia 'Hội chợ Nhập khẩu quốc tế Trung Quốc' và gặp gỡ đối tác, xúc tiến xuất khẩu lô hàng đầu tiên vào thị trường này.","người dân khánh hòa đi thuyền ra đảo yến hòn nội giữa vịnh nha trang để giỗ tổ nghề yến vào ngày 10-5 hằng năm - ảnh: trần hoài. hiện nay với hơn 40 dòng sản phẩm cao cấp, yến sào khánh hòa đã có mặt tại 21 quốc gia và vùng lãnh thổ, cùng hơn 1.000 nhà phân phối, đại lý trong và ngoài nước.. ngày 12-12, ông tạ xuân chánh – giám đốc sở văn hóa – thể thao tỉnh bình định cho biết lễ hội cầu ngư vạn đầm xương lý (xã nhơn lý, tp quy nhơn) cũng vừa được bộ văn hóa, thể thao và du lịch đưa vào danh mục di sản văn hóa phi vật thể quốc gia.. theo ông chánh, lễ hội cầu ngư vạn đầm xương lý là lễ hội truyền thống được ngư dân địa phương tổ chức hàng năm, bắt đầu từ ngày mùng 10 tháng giêng âm lịch với các hoạt động dân gian và biểu diễn nghệ thuật: hát bội, bài chòi, hội chọi gà dân gian.. lễ hội cầu ngư vạn đầm xương lý diễn ra theo nghi lễ cổ truyền: lễ nghinh thần nam hải, lễ tỉnh sinh, tế cầu quốc thái dân an, ngư dân ra khơi bình an, đánh bắt hải sản được mùa.... lễ hội cầu ngư vạn đầm xương lý ra đời song hành cùng sự hình thành trường lăng (lăng ông của người việt thành lập đầu tiên ở quy nhơn vào đầu triều nguyễn).. lễ hội này là một hồi ức thuật lại những hoạt động hằng ngày của ngư dân trên biển từ việc đánh bắt cá, cho đến cách sinh hoạt của người dân, cả những lúc chống chọi với thiên tai bão lũ.. lễ hội tổ chức nhằm tôn vinh những người đã khai lập ra nghề biển và thể hiện sự biết ơn đến cá ông đã giúp đỡ người dân tránh thiên tai trên biển.. ""ngoài lễ hội cầu ngư vạn đầm xương lý, bình định còn có lễ hội chùa bà - cảng thị nước mặn và nghề chằm nón ngựa phú gia được công nhận, ghi danh là di sản văn hóa phi vật thể quốc gia"", ông chánh chia sẻ.. công ty cổ phần nước giải khát yến sào khánh hòa tham gia 'hội chợ nhập khẩu quốc tế trung quốc' và gặp gỡ đối tác, xúc tiến xuất khẩu lô hàng đầu tiên vào thị trường này."
Lễ hội Vía Bà Chúa Xứ núi Sam là Di sản văn hóa phi vật thể đại diện của nhân loại,"Di sản Lễ hội Vía Bà Chúa Xứ núi Sam của Việt Nam đã chính thức được UNESCO ghi danh vào Danh sách Di sản văn hóa phi vật thể đại diện của nhân loại vào tối nay, 4-12.","Lễ hội Vía Bà Chúa Xứ núi Sam gồm các nghi thức tâm linh và diễn xướng nghệ thuật - Ảnh: Cục Di sản văn hóa
Quyết định được thông qua tại kỳ họp thứ 19 của Ủy ban Liên chính phủ Công ước 2003 về bảo vệ di sản văn hóa phi vật thể của UNESCO, diễn ra tại Trung tâm hội nghị Conmebol, thủ đô Asunción, Cộng hòa Paraguay.
Đây là 1 trong tổng số 66 đề xuất được xem xét trong kỳ họp này và là di sản văn hóa phi vật thể thứ 16 của Việt Nam được UNESCO ghi danh.
Lễ hội Vía Bà Chúa Xứ núi Sam diễn ra từ ngày 22 đến ngày 27 tháng 4 âm lịch, trong miếu Bà Chúa Xứ núi Sam và khu vực bệ đá thờ Bà trên núi Sam.
Theo Cục Di sản văn hóa, lễ hội gồm các nghi thức tâm linh và diễn xướng nghệ thuật, biểu hiện niềm tin, sự biết ơn Mẹ Đất - Mẹ Xứ sở của cộng đồng các dân tộc Việt, Chăm, Khmer và Hoa ở Châu Đốc, An Giang.
Bà Chúa Xứ là vị thánh mẫu trong tín ngưỡng thờ nữ thần, luôn che chở, phù trợ cho dân chúng.
Tục lễ Bà, tham gia lễ hội để thỏa mãn niềm tin và sự mong cầu về sức khỏe, bình an và tài lộc của cộng đồng Khmer, Chăm, Hoa, Việt ở Châu Đốc, An Giang cũng như cư dân vùng Tây Nam Bộ.
Lễ hội Vía Bà Chúa Xứ núi Sam là sự kế thừa, tiếp thu, tích hợp và sáng tạo của cư dân Việt trong quá trình khẩn hoang và là sự tổng hòa của tín ngưỡng thờ Mẫu của các dân tộc Việt, Chăm, Khmer và Hoa.
Lễ hội nhằm tôn vinh nữ thần bảo trợ, ban tài, lộc, sức khỏe, bình an cho người dân địa phương, đồng thời là môi trường giáo dục truyền thống đạo đức ""uống nước nhớ nguồn"", nhắc nhở công lao dựng nước, giữ nước của cha ông, đề cao vai trò của người phụ nữ và thể hiện sự giao thoa trong sáng tạo, thực hành văn hóa và sự hòa hợp của các dân tộc cùng chung đức tin trong cùng một phạm vi lãnh thổ.
Lễ hội  Bà Chúa Xứ núi Nam nhằm tôn vinh nữ thần bảo trợ, ban tài, lộc, sức khỏe, bình an cho người dân địa phương - Ảnh: Cục Di sản văn hóa
Theo Ủy ban Liên chính phủ Công ước 2003 về bảo vệ di sản văn hóa phi vật thể, hồ sơ đề cử di sản văn hóa phi vật thể Lễ hội Vía Bà Chúa Xứ núi Sam của Việt Nam đáp ứng ghi danh tại Danh sách Di sản văn hóa phi vật thể đại diện của nhân loại với những tiêu chí:
1. Lễ hội Vía Bà Chúa Xứ núi Sam được cộng đồng người Kinh, Khmer, Chăm và Hoa tại thành phố Châu Đốc tổ chức.
Các nghi lễ, phong tục và kỹ năng thực hành nghi lễ liên quan đến di sản này được trao truyền trong gia đình và cộng đồng thông qua truyền miệng, thực hành trực tiếp và tham gia vào lễ hội.
Lễ hội thúc đẩy giao lưu văn hóa, gắn kết cộng đồng và hòa hợp dân tộc, đồng thời là phương tiện để khẳng định vai trò quan trọng của phụ nữ trong xã hội và những đóng góp của cha ông trong việc xây dựng đất nước.
2. Di sản góp phần nâng cao chất lượng giáo dục, bình đẳng giới, phát triển kinh tế toàn diện, cũng như thúc đẩy hành động bảo vệ bền vững môi trường và khí hậu, bảo vệ hòa bình và gắn kết xã hội.
3. Nhà nước đã đề xuất các biện pháp bảo vệ, bao gồm các nỗ lực cùng với đại diện thành viên cộng đồng thực hành và trao truyền di sản, tận tâm truyền đạt kiến thức liên quan về lễ hội cho con cháu trong gia đình và các thành viên trong cộng đồng.
Và các tiêu chí khác theo quy định.
An Giang tổ chức lễ khai mạc lễ hội Vía Bà Chúa Xứ núi Sam năm 2024 và kỷ niệm 10 năm lễ hội được đưa vào danh mục Di sản văn hóa phi vật thể cấp quốc gia.","lễ hội vía bà chúa xứ núi sam gồm các nghi thức tâm linh và diễn xướng nghệ thuật - ảnh: cục di sản văn hóa. quyết định được thông qua tại kỳ họp thứ 19 của ủy ban liên chính phủ công ước 2003 về bảo vệ di sản văn hóa phi vật thể của unesco, diễn ra tại trung tâm hội nghị conmebol, thủ đô asunción, cộng hòa paraguay.. đây là 1 trong tổng số 66 đề xuất được xem xét trong kỳ họp này và là di sản văn hóa phi vật thể thứ 16 của việt nam được unesco ghi danh.. lễ hội vía bà chúa xứ núi sam diễn ra từ ngày 22 đến ngày 27 tháng 4 âm lịch, trong miếu bà chúa xứ núi sam và khu vực bệ đá thờ bà trên núi sam.. theo cục di sản văn hóa, lễ hội gồm các nghi thức tâm linh và diễn xướng nghệ thuật, biểu hiện niềm tin, sự biết ơn mẹ đất - mẹ xứ sở của cộng đồng các dân tộc việt, chăm, khmer và hoa ở châu đốc, an giang.. bà chúa xứ là vị thánh mẫu trong tín ngưỡng thờ nữ thần, luôn che chở, phù trợ cho dân chúng.. tục lễ bà, tham gia lễ hội để thỏa mãn niềm tin và sự mong cầu về sức khỏe, bình an và tài lộc của cộng đồng khmer, chăm, hoa, việt ở châu đốc, an giang cũng như cư dân vùng tây nam bộ.. lễ hội vía bà chúa xứ núi sam là sự kế thừa, tiếp thu, tích hợp và sáng tạo của cư dân việt trong quá trình khẩn hoang và là sự tổng hòa của tín ngưỡng thờ mẫu của các dân tộc việt, chăm, khmer và hoa.. lễ hội nhằm tôn vinh nữ thần bảo trợ, ban tài, lộc, sức khỏe, bình an cho người dân địa phương, đồng thời là môi trường giáo dục truyền thống đạo đức ""uống nước nhớ nguồn"", nhắc nhở công lao dựng nước, giữ nước của cha ông, đề cao vai trò của người phụ nữ và thể hiện sự giao thoa trong sáng tạo, thực hành văn hóa và sự hòa hợp của các dân tộc cùng chung đức tin trong cùng một phạm vi lãnh thổ.. lễ hội  bà chúa xứ núi nam nhằm tôn vinh nữ thần bảo trợ, ban tài, lộc, sức khỏe, bình an cho người dân địa phương - ảnh: cục di sản văn hóa."
Wicked và cuộc cách tân di sản 124 năm của xứ Oz,"Phim Wicked chuyển thể từ tác phẩm gốc The Wonderful Wizard of Oz đã tồn tại được 124 năm, là một trong những di sản văn hóa đặc trưng của Mỹ.","Wicked dắt người xem đến cuộc phiêu lưu trong thế giới phù thủy kỳ ảo - Ảnh: UNIVERSAL PICTURES
Theo số liệu của The Box Office Vietnam, Wicked đang bị khán giả Việt ngó lơ, bỏ túi vỏn vẹn khoảng 4 tỉ đồng sau 4 ngày ra rạp.
Trái với sự ảm đạm ở thị trường Việt Nam, Wicked đang là cái tên gây sốt phòng vé Bắc Mỹ, thu về 114 triệu USD dịp cuối tuần qua (theo The Hollywood Reporter).
Ở phần còn lại của thị trường thế giới, Wicked thu 50,2 triệu USD từ 61 thị trường, nâng tổng doanh thu toàn cầu lên 164 triệu USD, trở thành tác phẩm chuyển thể từ kịch Broadway có doanh thu mở màn cao nhất lịch sử.
Trailer Wicked
Wicked là phim điện ảnh theo khuynh hướng nhạc kịch do biên kịch Winnie Holzman, Stephen Schwartz chấp bút và đạo diễn Jon M. Chu cầm trịch.
Phim lấy bối cảnh xứ Oz thần tiên, xoay quanh nguồn gốc phù thủy xấu xa phương Tây trong sách thiếu nhi The Wonderful Wizard of Oz (1900) của L. Frank Baum và huyền thoại The Wizard of Oz (1939).
Wicked mở ra khi người dân xứ Oz ăn mừng vì phù thủy xấu xa phương Tây bị tiêu diệt. Qua lời kể của phù thủy tốt bụng, quá khứ của cô dần lật mở. Hóa ra, trước khi trở thành nỗi khiếp sợ khắp vùng đất Oz, cô chỉ là Elphaba Thropp - cô gái luôn sống khép mình vì bị hiểu lầm.
Elphaba (Cynthia Erivo) sinh ra với làn da xanh khác lạ và khả năng đặc biệt. Vẻ bề ngoài khiến cô chịu sự trêu chọc, ghét bỏ từ những người xung quanh và cả gia đình.
Trong Wicked, Ariana Grande sẽ hóa thân thành phù thủy Glinda tốt bụng, là bạn thân của phù thủy phương Tây Elphaba (Cynthia Erivo thủ vai) - Ảnh: Universal Pictures
Tại Đại học Shiz, Elphaba gặp gỡ Glinda (Ariana Grande) - cô nàng nổi tiếng với vẻ ngoài xinh đẹp. Cả hai vô tình trở thành bạn cùng phòng.
Dù ban đầu tỏ ra rất ghét đối phương, song qua loạt thử thách, Elphaba và Glinda trở thành một phần không thể thiếu của nhau.
Những tưởng tình bạn đẹp của Elphaba và Glinda kéo dài mãi mãi, tuy nhiên một biến cố đột ngột xảy ra khi cả hai đến thành phố Ngọc Lục Bảo.
Hàng loạt bí mật hé lộ, những khả năng ẩn giấu được khai phá buộc Elphaba và Glinda phải đưa ra lựa chọn.
Trái với các phiên bản khác, Wicked khắc họa sâu sắc hành trình trưởng thành và tạo nên con người mới của mỗi nhân vật.
Không phải ai sinh ra đều trở nên xấu xa. Những định kiến xã hội và hiểu lầm tai hại từ mọi người xung quanh có thể đẩy con người đến lằn ranh giữa thiện ác, tốt xấu.
Wicked thật sự là một bữa tiệc âm nhạc đầy đặc sắc, tạo nên bởi các giọng ca nội lực. Ariana Grande tiếp tục khẳng định đẳng cấp vocal bằng cách khoe chất giọng ngọt lịm qua loạt ca khúc như Popular, What is this feeling?, Dancing through life...
Vì là phim điện ảnh mang khuynh hướng nhạc kịch, Wicked còn có màn hợp tác ăn ý của dàn diễn viên từ chính đến phụ, và cả quần chúng. Không ai lấn át ai, tất cả đều cùng nhau hòa giọng để tạo nên một bộ phim ý nghĩa.
Tuy vậy, thể loại phim nhạc kịch vẫn còn khá xa lạ đối với khán giả Việt Nam. Đặc thù riêng của nhạc kịch là hát nhiều, hành động và biểu cảm cường điệu, nên Wicked chỉ tiếp cận người hâm mộ tác phẩm gốc và Ariana Grande.
Ariana Grande gây ấn tượng với nhan sắc như búp bê và giọng hát trong trẻo - Ảnh: UNIVERSAL PICTURES
Với kinh phí 145 triệu USD, Wicked là một trong những phim trọng điểm của Universal Pictures trong năm 2024.
Điều này thể hiện qua sự chăm chút kỹ lưỡng trong mỗi phân cảnh. Từng dòng truyện, lời thoại khắc họa trên màn ảnh rộng một cách hoành tráng, đầy dụng ý thông qua ý tưởng của đạo diễn và cả sự đóng góp thiện chí, sáng tạo của dàn diễn viên, nhất là bộ đôi Cynthia Erivo - Ariana Grande.
Trong cuộc phỏng vấn với tờ People, Ariana Grande tiết lộ cô và Cynthia Erivo từng mắc COVID-19 chỉ vài ngày trước khi bắt đầu ghi hình cho Wicked.
Đáng chú ý, nữ ca sĩ khiến khán giả bất ngờ khi lần đầu sử dụng tên thật của mình - Ariana Grande-Butera trong dự án này. Đây được xem như cách cô đánh dấu sự trở lại với nhạc kịch, lĩnh vực đặt nền móng cho sự nghiệp nghệ thuật của cô.
Không khí hậu trường vui vẻ của Wicked - Ảnh: Universal Pictures
Với mong muốn tạo ra thế giới tráng lệ, rộng lớn và chân thực, ê kíp dành hàng tháng trời để xây dựng các bối cảnh chính như thành phố Ngọc Lục Bảo, Munchkinland và Đại học Shiz. Đặc biệt, ê kíp còn thuê đội ngũ nông dân trồng 9 triệu bông hoa tulip để tạo nên cánh đồng tulip bạt ngàn thật 100%.
Ngoài ra, không khí hậu trường của Wicked tràn ngập niềm vui và sự tích cực, không hề thua kém sự rực rỡ trên màn ảnh. Giữa các phân đoạn nghỉ, dàn diễn viên thường cùng nhau hát những ca khúc nhạc kịch, tạo nên bầu không khí ấm áp và gắn kết trong suốt quá trình làm việc.
Theo Variety, giới phê bình đang rất trông chờ mùa giải Oscar 2025, khi các biểu tượng âm nhạc như Lady Gaga (đóng Joker: Folie à Deux), Selena Gomez (đóng Emilia Pérez) và Ariana Grande (đóng Wicked) đồng loạt góp mặt, thậm chí cạnh tranh cùng hạng mục Nữ diễn viên phụ xuất sắc nhất.
Trên Rotten Tomatoes, Wicked sở hữu 90% điểm cà chua tươi, Emilia Pérez là 79%, còn Joker: Folie à Deux nhận 32% điểm cà chua thối từ các nhà phê bình.
Mới đây, bộ phim nhạc kịch đình đám được mong chờ nhất năm nay Wicked đã chính thức phát hành album nhạc phim mang tên Wicked: The Soundtrack, nhằm đánh dấu sự xuất hiện của bộ phim tại các rạp chiếu.","wicked dắt người xem đến cuộc phiêu lưu trong thế giới phù thủy kỳ ảo - ảnh: universal pictures. wicked là phim điện ảnh theo khuynh hướng nhạc kịch do biên kịch winnie holzman, stephen schwartz chấp bút và đạo diễn jon m. chu cầm trịch.. phim lấy bối cảnh xứ oz thần tiên, xoay quanh nguồn gốc phù thủy xấu xa phương tây trong sách thiếu nhi the wonderful wizard of oz (1900) của l. frank baum và huyền thoại the wizard of oz (1939).. wicked mở ra khi người dân xứ oz ăn mừng vì phù thủy xấu xa phương tây bị tiêu diệt."
